促;うなが.す, ソク;stimulate, urge, press, demand, incite
慎;つつし.む, つつし, つつし.み, シン;humility, be careful, discrete, prudent
控;ひか.える, ひか.え, コウ;withdraw, draw in, hold back, refrain from, be moderate
智;チ;wisdom, intellect, reason
握;にぎ.る, アク;grip, hold, mould sushi, bribe
俊;シュン;sagacious, genius, excellence
銭;ぜに, すき, セン, ゼン;coin, .01 yen, money
渋;しぶ, しぶ.い, しぶ.る, ジュウ, シュウ;astringent, hesitate, reluctant, have diarrhea
銃;つつ, ジュウ;gun, arms
携;たずさ.える, たずさ.わる, ケイ;portable, carry (in hand), armed with, bring along
診;み.る, シン;checkup, seeing, diagnose, examine
託;かこつ.ける, かこ.つ, かこ.つける, タク;consign, requesting, entrusting with, pretend, hint
誕;タン;nativity, be born, declension, lie, be arbitrary
侵;おか.す, シン;encroach, invade, raid, trespass, violate
括;くく.る, カツ;fasten, tie up, arrest, constrict
掛;か.ける, -か.ける, か.け, -か.け, -が.け, か.かる, -か.かる, -が.かる, か.かり, -が.かり, かかり, -がかり, カイ, ケイ;hang, suspend, depend, arrive at, tax, pour
孝;コウ, キョウ;filial piety, child's respect
駆;か.ける, か.る, ク;drive, run, gallop, advance, inspire, impel
透;す.く, す.かす, す.ける, とう.る, とう.す, トウ;transparent, permeate, filter, penetrate
津;つ, シン;haven, port, harbor, ferry
稲;いね, いな-, トウ, テ;rice plant
裂;さ.く, さ.ける, -ぎ.れ, レツ;split, rend, tear
敏;さとい, ビン;cleverness, agile, alert
是;これ, この, ここ, ゼ, シ;just so, this, right, justice
排;ハイ;repudiate, exclude, expel, reject
裕;ユウ;abundant, rich, fertile
堅;かた.い, -がた.い, ケン;strict, hard, solid, tough, tight, reliable
訳;わけ, ヤク;translate, reason, circumstance, case
綱;つな, コウ;hawser, class (genus), rope, cord, cable
典;テン, デン;code, ceremony, law, rule
賀;ガ;congratulations, joy
扱;あつか.い, あつか.う, あつか.る, こ.く, ソウ, キュウ;handle, entertain, thresh, strip
顧;かえり.みる, コ;look back, review, examine oneself, turn around
弘;ひろ.い, コウ, グ;vast, broad, wide
訟;ショウ;sue, accuse
戒;いまし.める, カイ;commandment
祉;シ;welfare, happiness
誉;ほま.れ, ほ.める, ヨ;reputation, praise, honor, glory
歓;よろこ.ぶ, カン;delight, joy
勧;すす.める, カン, ケン;persuade, recommend, advise, encourage, offer
騒;さわ.ぐ, うれい, さわ.がしい, ソウ;boisterous, make noise, clamor, disturb, excite
閥;バツ;clique, lineage, pedigree, faction, clan
甲;きのえ, コウ, カン, カ;armor, high (voice), A grade, first class, former, instep, carapace
縄;なわ, ただ.す, ジョウ;straw rope, cord
郷;さと, キョウ, ゴウ;home town, village, native place, district
揺;ゆ.れる, ゆ.る, ゆ.らぐ, ゆ.るぐ, ゆ.する, ゆ.さぶる, ゆ.すぶる, うご.く, ヨウ;swing, shake, sway, rock, tremble, vibrate
薦;すす.める, セン;recommend, mat, advise, encourage, offer
隣;とな.る, となり, リン;neighboring
華;はな, カ, ケ;splendor, flower, petal, shine, luster, ostentatious, showy, gay, gorgeous
範;ハン;pattern, example, model
隠;かく.す, かく.し, かく.れる, かか.す, よ.る, イン, オン;conceal, hide, cover
徳;トク;benevolence, virtue, goodness, commanding respect
哲;さとい, あき.らか, し.る, さば.く, テツ;philosophy, clear
杉;すぎ, サン;cedar, cryptomeria
里;さと, リ;ri, village, parent's home, league
釈;とく, す.てる, ゆる.す, シャク, セキ;explanation
己;おのれ, つちのと, な, コ, キ;self, snake, serpent
妥;ダ;gentle, peace, depravity
威;おど.す, おど.し, おど.かす, イ;intimidate, dignity, majesty, menace, threaten
豪;えら.い, ゴウ;overpowering, great, powerful, excelling, Australia
熊;くま, ユウ;bear
滞;とどこお.る, タイ, テイ;stagnate, be delayed, overdue, arrears
微;かす.か, ビ;delicate, minuteness, insignificance
隆;リュウ;hump, high, noble, prosperity
症;ショウ;symptoms, illness
暫;しばら.く, ザン;temporarily, a while, moment, long time
忠;チュウ;loyalty, fidelity, faithfulness
倉;くら, ソウ;godown, warehouse, storehouse, cellar, treasury
彦;ひこ, ゲン;lad, boy (ancient)
肝;きも, カン;liver, pluck, nerve, chutzpah
喚;わめ.く, カン;yell, cry, scream
沿;そ.う, -ぞ.い, エン;run alongside, follow along, run along, lie along
妙;たえ, ミョウ, ビョウ;exquisite, strange, queer, mystery, miracle, excellent, delicate, charming
唱;とな.える, ショウ;chant, recite, call upon, yell
阿;おもね.る, くま, ア, オ;Africa, flatter, fawn upon, corner, nook, recess
索;サク;cord, rope
誠;まこと, セイ;sincerity, admonish, warn, prohibit, truth, fidelity
襲;おそ.う, かさ.ね, シュウ;attack, advance on, succeed to, pile, heap
懇;ねんご.ろ, コン;sociable, kind, courteous, hospitable, cordial
俳;ハイ;haiku, actor
柄;がら, え, つか, ヘイ;design, pattern, build, nature, handle, crank, grip, knob, shaft
麻;あさ, マ, マア;hemp, flax
李;すもも, リ;plum
浩;おおき.い, ひろ.い, コウ;wide expanse, abundance, vigorous
剤;かる, けず.る, ザイ, スイ, セイ;dose, medicine, drug
瀬;せ, ライ;rapids, current, torrent, shallows, shoal
趣;おもむき, おもむ.く, シュ;gist, proceed to, tend, become
陥;おちい.る, おとしい.れる, カン;collapse, fall into, cave in, fall (castle), slide into
斎;とき, つつし.む, ものいみ, い.む, いわ.う, いつ.く, サイ;purification, Buddhist food, room, worship, avoid, alike
貫;つらぬ.く, ぬ.く, ぬき, カン;pierce, 8 1/3lbs, penetrate, brace
仙;セン, セント;hermit, wizard, cent
慰;なぐさ.める, なぐさ.む, イ;consolation, amusement, seduce, cheer, make sport of, comfort, console
序;つい.で, ついで, ジョ;preface, beginning, order, precedence, occasion, chance, incidentally
旬;ジュン, シュン;decameron, 10day period, season (for specific products
兼;か.ねる, -か.ねる, ケン;concurrently, and
聖;ひじり, セイ, ショウ;holy, saint, sage, master, priest
旨;むね, うま.い, シ;delicious, relish, show a liking for, purport, will, clever, expert
即;つ.く, つ.ける, すなわ.ち, ソク;instant, namely, as is, conform, agree, adapt
柳;やなぎ, リュウ;willow
舎;やど.る, シャ, セキ;cottage, inn, hut, house, mansion
偽;いつわ.る, にせ, いつわ.り, ギ, カ;falsehood, lie, deceive, pretend, counterfeit, forgery
覇;はたがしら, ハ, ハク;hegemony, supremacy, leadership, champion
詳;くわ.しい, つまび.らか, ショウ;detailed, full, minute, accurate, well-informed
抵;テイ;resist, reach, touch
脅;おびや.かす, おど.す, おど.かす, キョウ;threaten, coerce
茂;しげ.る, モ;overgrown, grow thick, be luxuriant
犠;いけにえ, ギ, キ;sacrifice
旗;はた, キ;national flag, banner, standard
距;へだ.たる, けづめ, キョ;long-distance, spur, fetlock
雅;みや.び, ガ;gracious, elegant, graceful, refined
飾;かざ.る, かざ.り, ショク;decorate, ornament, adorn, embellish
網;あみ, モウ;netting, network
竜;たつ, いせ, リュウ, リョウ, ロウ;dragon, imperial
詩;うた, シ;poem, poetry
繁;しげ.る, しげ.く, ハン;luxuriant, thick, overgrown, frequency, complexity, trouble
翼;つばさ, ヨク;wing, plane, flank
潟;かた, -がた, セキ;lagoon
敵;かたき, あだ, かな.う, テキ;enemy, foe, opponent
魅;ミ;fascination, charm, bewitch
嫌;きら.う, きら.い, いや, ケン, ゲン;dislike, detest, hate
斉;そろ.う, ひと.しい, ひと.しく, あたる, はやい, セイ, サイ;adjusted, alike, equal, similar variety of
敷;し.く, -し.き, フ;spread, pave, sit, promulgate
擁;ヨウ;hug, embrace, possess, protect, lead
圏;かこ.い, ケン;sphere, circle, radius, range
酸;す.い, サン;acid, bitterness, sour, tart
罰;ばっ.する, バツ, バチ, ハツ;penalty, punishment
滅;ほろ.びる, ほろ.ぶ, ほろ.ぼす, メツ;destroy, ruin, overthrow, perish
礎;いしずえ, ソ;cornerstone, foundation stone
腐;くさ.る, -くさ.る, くさ.れる, くさ.れ, くさ.らす, くさ.す, フ;rot, decay, sour
脚;あし, キャク, キャ, カク;skids, leg, undercarriage
潮;しお, うしお, チョウ;tide, salt water, opportunity
梅;うめ, バイ;plum
尽;つ.くす, -つ.くす, -づ.くし, -つ.く, -づ.く, -ず.く, つ.きる, つ.かす, さかづき, ことごと.く, つか, つき, ジン, サン;exhaust, use up, run out of, deplete, befriend, serve
僕;しもべ, ボク;me, I (male)
桜;さくら, オウ, ヨウ;cherry
滑;すべ.る, なめ.らか, カツ, コツ;slippery, slide, slip, flunk
孤;コ;orphan, alone
炎;ほのお, エン;inflammation, flame, blaze
賠;バイ;compensation, indemnify
句;ク;phrase, clause, sentence, passage, paragraph, counter for haiku
寿;ことぶき, ことぶ.く, ことほ.ぐ, ジュ, ス, シュウ;longevity, congratulations, one's natural life
鋼;はがね, コウ;steel
頑;かたく, ガン;stubborn, foolish, firmly
鎖;くさり, とざ.す, サ;chain, irons, connection
彩;いろど.る, サイ;coloring, paint, makeup
摩;ま.する, さ.する, す.る, マ;chafe, rub, polish, grind, scrape
励;はげ.む, はげ.ます, レイ;encourage, be diligent, inspire
縦;たて, ジュウ;vertical, length, height, self-indulgent, wayward
輝;かがや.く, キ;radiance, shine, sparkle, gleam, twinkle
蓄;たくわ.える, チク;amass, keeping a concubine, phonograph
軸;ジク;axis, pivot, stem, stalk, counter for book scrolls
巡;めぐ.る, めぐ.り, ジュン;patrol, go around, circumference
稼;かせ.ぐ, カ;earnings, work, earn money
瞬;またた.く, まじろ.ぐ, シュン;wink, blink, twinkle
砲;ホウ;cannon, gun
噴;ふ.く, フン;erupt, spout, emit, flush out
誇;ほこ.る, コ;boast, be proud, pride, triumphantly
祥;さいわ.い, きざ.し, よ.い, つまび.らか, ショウ;auspicious, happiness, blessedness, good omen, good fortune
牲;セイ;animal sacrifice, offering
秩;チツ;regularity, salary, order
帝;みかど, テイ;sovereign, the emperor, god, creator
宏;ひろ.い, コウ;wide, large
唆;そそ.る, そそのか.す, サ;tempt, seduce, instigate, promote
阻;はば.む, ソ;thwart, separate from, prevent, obstruct, deter, impede
泰;タイ;peaceful, calm, peace, easy, Thailand
賄;まかな.う, ワイ;bribe, board, supply, finance
堀;ほり, クツ;ditch, moat, canal
菊;キク;chrysanthemum
絞;しぼ.る, し.める, し.まる, コウ;strangle, constrict, wring
縁;ふち, ふちど.る, ゆかり, よすが, へり, えにし, エン, -ネン;affinity, relation, connection, edge, border, verge, brink
唯;ただ, ユイ, イ;solely, only, merely, simply
膨;ふく.らむ, ふく.れる, ボウ;swell, get fat, thick
矢;や, シ;dart, arrow
耐;た.える, タイ;-proof, enduring
塾;ジュク;cram school, private school
漏;も.る, も.れる, も.らす, ロウ;leak, escape, time
慶;よろこ.び, ケイ;jubilation, congratulate, rejoice, be happy
猛;モウ;fierce, rave, rush, become furious, wildness, strength
芳;かんば.しい, ホウ;perfume, balmy, favorable, fragrant
懲;こ.りる, こ.らす, こ.らしめる, チョウ;penal, chastise, punish, discipline
彰;ショウ;patent, clear
棋;ご, キ;chess piece, Japanese chess, shogi
恒;つね, つねに, コウ;constancy, always
揚;あ.げる, -あ.げ, あ.がる, ヨウ;hoist, fry in deep fat
冒;おか.す, ボウ;risk, face, defy, dare, damage, assume (a name)
之;の, これ, おいて, ゆく, この, シ;of, this
倫;リン;ethics, companion
陳;ひ.ねる, チン;exhibit, state, relate, explain
憶;オク;recollection, think, remember
潜;ひそ.む, もぐ.る, かく.れる, くぐ.る, ひそ.める, セン;submerge, conceal, hide, lower (voice), hush
梨;なし, リ;pear tree
仁;ジン, ニ, ニン;humanity, virtue, benevolence, charity, man, kernel
克;か.つ, コク;overcome, kindly, skillfully
岳;たけ, ガク;point, peak, mountain
概;おうむ.ね, ガイ;outline, condition, approximation, generally
拘;かか.わる, コウ;arrest, seize, concerned, adhere to, despite
墓;はか, ボ;grave, tomb
黙;だま.る, もだ.す, モク, ボク;silence, become silent, stop speaking, leave as is
須;すべから.く, すべし, ひげ, まつ, もち.いる, もと.める, ス, シュ;ought, by all means, necessarily
偏;かたよ.る, ヘン;partial, side, left-side radical, inclining, biased
雰;フン;atmosphere, fog
遇;あ.う, グウ;interview, treat, entertain, receive, deal with
諮;はか.る, シ;consult with
卓;タク;eminent, table, desk, high
亀;かめ, キ, キュウ, キン;tortoise, turtle
糧;かて, リョウ, ロウ;provisions, food, bread
簿;ボ;register, record book
炉;いろり, ロ;hearth, furnace, kiln, reactor
牧;まき, ボク;breed, care for, shepherd, feed, pasture
殊;こと, シュ;particularly, especially, exceptionally
殖;ふ.える, ふ.やす, ショク;augment, increase, multiply, raise
艦;カン;warship
穴;あな, ケツ;hole, aperture, slit, cave, den
奇;く.しき, あや.しい, くし, めずら.しい, キ;strange, strangeness, curiosity
慢;マン;ridicule, laziness
鶴;つる, カク;crane, stork
謀;はか.る, たばか.る, はかりごと, ボウ, ム;conspire, cheat, impose on, plan, devise, scheme, have in mind, deceive
昌;さかん, ショウ;prosperous, bright, clear
拍;ハク, ヒョウ;clap, beat (music)
朗;ほが.らか, あき.らか, ロウ;melodious, clear, bright, serene, cheerful
丈;たけ, だけ, ジョウ;length, 10feet, measure, Mr., Ms., height, stature, all (one has), only, that's all, merely
寛;くつろ.ぐ, ひろ.い, ゆる.やか, カン;tolerant, leniency, generosity, relax, feel at home, be at ease, broadminded
覆;おお.う, くつがえ.す, くつがえ.る, フク;capsize, cover, shade, mantle, be ruined
胞;ホウ;placenta, sac, sheath
隔;へだ.てる, へだ.たる, カク;isolate, alternate, distance, separate, gulf
浄;きよ.める, きよ.い, ジョウ, セイ;clean, purify, cleanse, exorcise, Manchu Dynasty
没;おぼ.れる, しず.む, ない, ボツ, モツ;drown, sink, hide, fall into, disappear, die
暇;ひま, いとま, カ;spare time, rest, leisure, time, leave of absence
肺;ハイ;lungs
貞;さだ, テイ;upright, chastity, constancy, righteousness
靖;やす.んじる, セイ, ジョウ;peaceful
鑑;かんが.みる, かがみ, カン;specimen, take warning from, learn from
陰;かげ, かげ.る, イン;shade, yin, negative, sex organs, secret, shadow
銘;メイ;inscription, signature (of artisan)
烈;はげ.しい, レツ;ardent, violent, vehement, furious, severe, extreme
尋;たず.ねる, ひろ, ジン;inquire, fathom, look for
稿;わら, したがき, コウ;draft, copy, manuscript, straw
丹;に, タン;rust-colored, red, red lead, pills
啓;ひら.く, さと.す, ケイ;disclose, open, say
也;なり, か, また, ヤ, エ;to be (classical)
丘;おか, キュウ;hill, knoll
棟;むね, むな-, トウ;ridgepole, ridge
壌;つち, ジョウ;lot, earth, soil
漫;みだり.に, そぞ.ろ, マン;cartoon, involuntarily, in spite of oneself, corrupt
玄;ゲン;mysterious, occultness
粘;ねば.る, ネン;sticky, glutinous, greasy, persevere
悟;さと.る, ゴ;enlightenment, perceive, discern, realize, understand
舗;ホ;shop, store
妊;はら.む, みごも.る, ニン, ジン;pregnancy
熟;う.れる, ジュク;mellow, ripen, mature, acquire skill
旭;あさひ, キョク;rising sun, morning sun
恩;オン;grace, kindness, goodness, favor, mercy, blessing, benefit
騰;あが.る, のぼ.る, トウ;inflation, advancing, going
往;い.く, いにしえ, さき.に, ゆ.く, オウ;journey, chase away, let go, going, travel
豆;まめ, まめ-, トウ, ズ;beans, pea, midget
遂;と.げる, つい.に, スイ;consummate, accomplish, attain, commit (suicide)
狂;くる.う, くる.おしい, くるお.しい, キョウ;lunatic, insane, crazy, confuse
岐;キ, ギ;branch off, fork in road, scene, arena, theater
陛;ヘイ;highness, steps (of throne)
緯;よこいと, ぬき, イ;"horizontal, woof, left &amp; right, latitude"
培;つちか.う, バイ;cultivate, foster
衰;おとろ.える, スイ;decline, wane, weaken
艇;テイ;rowboat, small boat
屈;かが.む, かが.める, クツ;yield, bend, flinch, submit
径;みち, こみち, さしわたし, ただちに, ケイ;diameter, path, method
淡;あわ.い, タン;thin, faint, pale, fleeting
抽;ひき-, チュウ;pluck, pull, extract, excel
披;ヒ;expose, open
廷;テイ;courts, imperial court, government office
錦;にしき, キン;brocade, fine dress, honors
准;ジュン;quasi-, semi-, associate
磯;いそ, キ;seashore, beach
奨;すす.める, ショウ, ソウ;exhort, urge, encourage
浸;ひた.す, ひた.る, シン;immersed, soak, dip, steep, moisten, wet, dunk
剰;あまつさえ, あま.り, あま.る, ジョウ;surplus, besides
胆;きも, タン;gall bladder, courage, pluck, nerve
繊;セン;slender, fine, thin kimono
駒;こま, ク;pony, horse, colt
虚;むな.しい, うつ.ろ, キョ, コ;void, emptiness, unpreparedness, crack, fissure, untruth
霊;たま, レイ, リョウ;spirits, soul
帳;とばり, チョウ;notebook, account book, album
悔;く.いる, く.やむ, くや.しい, カイ;repent, regret
諭;さと.す, ユ;rebuke, admonish, charge, warn, persuade
惨;みじ.め, いた.む, むご.い, サン, ザン;wretched, disaster, cruelty, harsh
虐;しいた.げる, ギャク;tyrannize, oppress
翻;ひるがえ.る, ひるがえ.す, ホン, ハン;flip, turn over, wave, flutter, change (mind)
墜;お.ちる, お.つ, ツイ;crash, fall (down)
沼;ぬま, ショウ;marsh, lake, bog, swamp, pond
